200;http://www.steffenvogel.de/;;Steffens Noteblog
101;http://www.google.de/;http://www.google.com/favicon.ico;Google
100;http://www.facebook.com/;http://www.facebook.com/favicon.ico;Facebook
97;http://www.heise.de/;http://www.heise.de/favicon.ico;heise online
94;http://www.gulli.com/;http://static.gulli.com/layout/icons/gullicon.png;gulli.com
90;http://www.youtube.com/;http://s.ytimg.com/yt/favicon-vfl122048.ico;YouTube
89;http://www.last.fm/;http://cdn.last.fm/flatness/favicon.2.ico;Last.fm
89;http://www.adafruit.com/;http://adafruit.com/favicon.ico;Adafruit Industries, Unique & fun DIY electronics and kits
88;http://www.golem.de/;http://www.golem.de/favicon.ico;Golem.de: IT-News für Profis
83;http://www.kino.to/;http://kino.to/favicon.ico;Kino.to Stream Seite - Serien und Moviestream www.kino.to
83;http://www.vimeo.com/;http://vimeo.com/favicon.ico;Vimeo, Video Sharing For You
80;http://www.hackaday.com/;http://s3.wordpress.com/wp-content/themes/vip/hackadaycom/favicon.ico;Hack a Day
77;http://www.bahn.de/;http://www.bahn.de/favicon.ico;bahn.de - Ihr Mobilitätsportal für Reisen, Bahn, Urlaub, Hotels, Städtereisen und Mietwagen
75;http://de.wikipedia.org/;http://de.wikipedia.org/favicon.ico;Wikipedia . Die freie Enzyklopädie
73;http://localhost/;;"Mein eigener Rechner ;-)"
72;http://www.php.net/;http://static.php.net/www.php.net/favicon.ico;PHP: Hypertext Preprocessor
70;http://www.ubuntuusers.de/;http://static.ubuntuusers.de/img/favicon.ico;ubuntuusers.de
69;http://www.mitfahrgelegenheit.de/;http://www.mitfahrgelegenheit.de/favicon.ico;Mitfahrzentrale Deutschland
66;http://www.openstreetmap.org/;http://www.openstreetmap.org/favicon.ico;OpenStreetMap
66;http://www.handball.griesm.de/;http://handball.griesm.de/images/favicon.ico;TuS Griesheim Handball - Willkommen bei den Handballern!
61;http://www.doodle.com/;http://doodle.com/graphics/doodle.ico;Doodle: easy scheduling
59;http://www.wikimedia.org/;http://wikimediafoundation.org/favicon.ico;Wikimedia Foundation
57;http://www.deviantart.com/;http://st.deviantart.net/icons/favicon.ico;deviantART: where ART meets application!
56;http://de.indymedia.org/;http://de.indymedia.org/favicon.ico;Indymedia - Alternative Medien
55;http://www.thepiratebay.org/;http://thepiratebay.org/favicon.ico;The Pirate Bay
55;http://www.ccc.de/;http://www.ccc.de/favicon.ico;Chaos Computer Club
50;http://dict.leo.org/;http://dict.leo.org/favicon_en.ico;LEO Deutsch-Englisches Wörterbuch
49;http://www.oreilly.de/;http://www.oreilly.de/favicon.ico;O'Reilly Verlag
47;http://www.reichelt.de/;http://www.reichelt.de/favicon.ico;reichelt elektronik - OnlineShop
44;http://www.geocaching.com/;http://www.geocaching.com/favicon.ico;Geocaching - The Official Global GPS Cache Hunt Site
44;http://www.wired.com/;http://www.wired.com/favicon.ico;Wired News
44;http://www.rockbox.org/;http://www.rockbox.org/favicon.ico;Rockbox - Open Source Jukebox Firmware
44;http://www.hakiri.org/;http://www.hakiri.org/favicon.ico;Hakiri | Hacker Lifestyle
44;http://www.twitter.com/;http://a1.twimg.com/a/1257465343/images/favicon.ico;Twitter
43;http://www.arduino.cc/;;Arduino
33;http://www.rapidshare.com/;http://rapidshare.com/img2/favicon.ico;RapidShare: 1-CLICK Web hosting - Easy Filehosting
32;http://www.wikileaks.org/;http://wikileaks.org/favicon.ico;Wikileaks - Wikileaks
30;http://java.sun.com/;http://java.sun.com/favicon.ico;Developer Resources for Java Technology
29;http://www.ebay.de/;http://www.ebay.de/favicon.ico;eBay
27;http://www.flickr.com/;http://www.flickr.com/favicon.ico;Willkommen bei Flickr - Fotosharing
25;http://www.maemo.org/;http://static.maemo.org/style_maemo2009/maemo_favicon.ico;maemo.org - maemo.org: Home of the Maemo community
24;http://www.paypal.de/;http://www.paypalobjects.com/WEBSCR-600-20091026-1/en_US/i/icon/pp_favicon_x.ico;Willkommen - PayPal
23;http://www.koelncampus.com/;http://www.koelncampus.com/favicon.ico;Kölncampus - Home
22;http://www.studivz.net/;http://static.pe.studivz.net/20091106-1/favicon.ico;studiVZ | Bist Du schon drin?
22;http://www.milw0rm.com/;http://www.milw0rm.com/favicon.ico;milw0rm - exploits : vulnerabilities : videos : papers : shellcode
20;http://www.inkscape.org/;http://www.inkscape.org/favicon.ico;Inkscape. Draw Freely.
20;http://www.kde.org/;http://kde.org/media/images/favicon.ico;KDE - Be free
20;http://www.pidgin.im/;http://pidgin.im/shared/img/favicon.png;Pidgin, the universal chat client
20;http://www.wordpress.org/;http://s.wordpress.org/favicon.ico?3;WordPress . Blog Tool and Publishing Platform
20;http://www.gimp.org/;http://www.gimp.org/images/wilber16.png;GIMP - The GNU Image Manipulation Program
20;http://www.gnome.org/;http://www.gnome.org/img/logo/foot-16.png;GNOME: The Free Software Desktop Project
20;http://www.videolan.org/;http://www.videolan.org/images/icons/favicon.ico;VideoLAN, Free streaming and multimedia solutions for all OS!
20;http://www.skype.com/;http://c.skype.com/i/images/icons/favicon.ico;Skype . kostenlose Internetanrufe und preiswerte Telefonanrufe
20;http://www.mozilla.org/;http://www.mozilla.org/favicon.ico;Mozilla Project
20;http://www.wireshark.org/;http://www.wireshark.org/favicon.ico;Wireshark · Go deep.
17;http://www.icq.de/;http://www.icq.de/favicon.ico;ICQ.com - community, people search and messaging service!
13;http://www.indiepedia.de/;http://indiepedia.de/favicon.ico;indiepedia.de
10;http://www.michaschwab.de/;;Micha's Blog
10;http://www.nadeo.com/;http://nadeo.com/favicon.ico;nadeo
10;http://www.robertnitsch.de/;http://www.robertnitsch.de/Pics/philiosoph.png;PhiLIOsoph
10;http://www.cfranke.com/;;Christian Franke - cfranke.com - Moderator & Designer
5;http://www.houseofhackers.ning.com/;http://houseofhackers.ning.com/favicon.ico;House of Hackers
1;http://www.katalyse.de/;http://www.katalyse.de/sites/all/themes/katalyse/favicon.ico;KATALYSE Institut für angewandte Umweltforschung e.V.
;http://www.sourceforge.net/;http://a.fsdn.com/con/img/favicon.ico;SourceForge.net: Find and Develop Open Source Software
;http://www.apache.org/;http://apache.org/favicon.ico;Welcome! - The Apache Software Foundation
;http://www.atmel.com/;http://atmel.com/Atmel/img/favicon.ico;Atmel Corporation
;http://de.creativecommons.org/;http://de.creativecommons.org/favicon.ico;Creative Commons Deutschland
;http://de.openoffice.org/;http://de.openoffice.org/branding/images/favicon.ico;de: OpenOffice.org
;http://de.selfhtml.org/;http://de.selfhtml.org/src/favicon.ico;SELFHTML 8.1.2
;http://www.denic.de/;http://denic.de/fileadmin/_t3t/res/favicon.ico;Home: www.denic.de
;http://www.eclipse.org/;http://eclipse.org/favicon.ico;Eclipse.org
;http://www.freshmeat.net/;http://freshmeat.net/favicon.ico;Welcome to freshmeat.net
;http://www.imdb.de/;http://i.imdb.com/favicon.ico;The Internet Movie Database (IMDb)
;http://www.zeit.de/index;http://images.zeit.de/static/img/favicon.ico;ZEIT ONLINE | Nachrichten, Hintergründe und Debatten
;http://www.tinyurl.com/;http://tinyurl.com/favicon.ico;TinyURL.com - shorten that long URL into a tiny URL
;http://www.3sat.de/;http://www.3sat.de/dynamic/sitegen/gfx/favicon.gif;3sat.online
;http://www.amazon.de/;http://www.amazon.de/favicon.ico;Amazon.de
;http://www.apple.com/;http://www.apple.com/favicon.ico;Apple
;http://www.archive.org/;http://www.archive.org/favicon.ico;Internet Archive
;http://www.cnn.com/;http://www.cnn.com/favicon.ico;CNN.com - Breaking News, U.S., World, Weather, Entertainment & Video News
